"","BNP.PA.Open","BNP.PA.High","BNP.PA.Low","BNP.PA.Close","BNP.PA.Volume","BNP.PA.Adjusted"
"61",29.2049999237061,31.0699996948242,28.8050003051758,30.9799995422363,7408851,21.8989734649658
"62",30.1800003051758,30.7399997711182,28.9300003051758,29.875,6383577,21.1178760528564
"63",29.3899993896484,29.4950008392334,27.0300006866455,28.25,6719180,19.9692039489746
"64",28.5,28.8400001525879,26.9549999237061,27.5100002288818,8373353,19.4461193084717
"65",26.7000007629395,26.8999996185303,25.8199996948242,25.8700008392334,8110217,18.2868461608887
"66",26.0499992370605,26.6749992370605,25.2000007629395,26.0450000762939,5921150,18.4105472564697
"67",25.5949993133545,25.7000007629395,24.5049991607666,24.7350006103516,6957628,17.4845409393311
"68",25.7999992370605,25.8250007629395,25.0149993896484,25.6450004577637,8638999,18.1277980804443
"69",26.4099998474121,27.6949996948242,25.9400005340576,26.75,12757415,18.9088954925537
"70",26.1000003814697,26.9549999237061,25.6399993896484,26.9549999237061,5222838,19.053804397583
"71",27.5900001525879,28.7950000762939,27.5349998474121,28.4050006866455,9750490,20.0787715911865
"72",28.8850002288818,28.8850002288818,27.5799999237061,27.8099994659424,5415721,19.6581802368164
"73",27.6000003814697,27.6350002288818,25.8199996948242,25.8199996948242,6459828,18.2514972686768
"74",26,26.4099998474121,24.8150005340576,24.8999996185303,7852591,17.6011753082275
"75",25.6000003814697,26.5949993133545,25.25,25.4699993133545,9194930,18.0040912628174
"76",25.7999992370605,25.8400001525879,24.8700008392334,25.6949996948242,4940639,18.163143157959
"77",24.8999996185303,25.3400001525879,24.6700000762939,24.6700000762939,6244704,17.4385948181152
"78",25.0149993896484,25.6650009155273,24.7849998474121,25.5349998474121,4322856,18.0500392913818
"79",26.0550003051758,27.9349994659424,25.9650001525879,27.1299991607666,8228825,19.1775035858154
"80",26.4050006866455,26.8250007629395,26.1000003814697,26.2999992370605,5119969,18.590799331665
"81",27.7999992370605,27.8449993133545,27.2199993133545,27.7900009155273,4930291,19.64404296875
"82",28,30.3799991607666,27.8549995422363,29.6000003814697,8449905,20.9234867095947
"83",29.4650001525879,31.0949993133545,29.2749996185303,30.7000007629395,7277456,21.7010498046875
"84",30.6900005340576,30.8549995422363,28.2000007629395,28.6749992370605,9216621,20.2696285247803
"85",27.0049991607666,27.9750003814697,26.7600002288818,27.1100006103516,7545564,19.1633682250977
"86",28.5,28.9500007629395,27.2950000762939,28.2099990844727,6416452,19.9409313201904
"87",28.2000007629395,28.3400001525879,27.4799995422363,28,4673027,19.7924861907959
"88",28.2000007629395,28.6749992370605,27.9150009155273,28.4950008392334,4240859,20.142391204834
"89",28.8400001525879,28.9650001525879,28.3099994659424,28.8150005340576,3107443,20.3685913085938
